8,16384,4096,32,64,64
1,16384,4096,32,64,64
16,16384,4096,32,64,64
1,16384,4096,32,64,64
1024,16384,4096,128,128,32
1,16384,4096,32,64,64
1024,16384,4096,128,128,32
1,16384,4096,32,64,64
128,16384,4096,128,128,32
1,16384,4096,32,64,64
257,16384,4096,64,128,32
1,16384,4096,32,64,64
512,16384,4096,64,128,32
1,16384,4096,32,64,64
1024,16384,4096,128,128,32
1,16384,4096,32,64,64
16,16384,4096,32,64,64
1,16384,4096,32,64,64
